CAISO 15-Minute Real-Time Locational Marginal Prices ($/megawatt) for Zones
15-minute real-time locational marginal prices for CAISO
Source: EIA collected from CAISO
UTC Timestamp (Interval Ending),Local Timestamp Pacific Time (Interval Beginning),Local Timestamp Pacific Time (Interval Ending),Local Date,Hour Number,NP-15 LMP,SP-15 LMP,ZP-26 LMP,NP-15 (Congestion),SP-15 (Congestion),ZP-26 (Congestion),NP-15 (Energy),SP-15 (Energy),ZP-26 (Energy),NP-15 (Loss),SP-15 (Loss),ZP-26 (Loss)
2024-01-01 14:00:00,2024-01-01 05:45:00,2024-01-01 06:00:00,2024-01-01,6,47.06669,45.34365,45.88826,0.31947,0.31947,0.31947,46.9491,46.9491,46.9491,-0.20188,-1.92491,-1.3803
2024-01-01 14:15:00,2024-01-01 06:00:00,2024-01-01 06:15:00,2024-01-01,7,47.48124,45.73692,46.18722,0.2993,0.2993,0.2993,47.39999,47.39999,47.39999,-0.21804,-1.96236,-1.51206
2024-01-01 14:30:00,2024-01-01 06:15:00,2024-01-01 06:30:00,2024-01-01,7,47.57348,45.95997,46.36929,0.296,0.296,0.296,47.59638,47.59638,47.59638,-0.3189,-1.93241,-1.52308
2024-01-01 14:45:00,2024-01-01 06:30:00,2024-01-01 06:45:00,2024-01-01,7,48.28246,46.52609,47.01343,0.30056,0.30056,0.30056,48.25211,48.25211,48.25211,-0.27021,-2.02659,-1.53924
2024-01-01 15:00:00,2024-01-01 06:45:00,2024-01-01 07:00:00,2024-01-01,7,47.38524,45.11137,45.86462,0.25065,0.25065,0.25065,47.07809,47.07809,47.07809,0.05649,-2.21738,-1.46413
2024-01-01 15:15:00,2024-01-01 07:00:00,2024-01-01 07:15:00,2024-01-01,8,48.09142,45.23725,46.13807,0.2533,0.2533,0.2533,47.41142,47.41142,47.41142,0.4267,-2.42746,-1.52665
2024-01-01 15:30:00,2024-01-01 07:15:00,2024-01-01 07:30:00,2024-01-01,8,46.10688,43.20325,44.07298,0.27838,0.27838,0.27838,45.29852,45.29852,45.29852,0.52999,-2.37364,-1.50391
2024-01-01 15:45:00,2024-01-01 07:30:00,2024-01-01 07:45:00,2024-01-01,8,41.88055,38.87731,39.82376,0.23677,0.23677,0.23677,40.97184,40.97184,40.97184,0.67194,-2.3313,-1.38485
2024-01-01 16:00:00,2024-01-01 07:45:00,2024-01-01 08:00:00,2024-01-01,8,39.29271,36.30523,37.17355,0.26802,0.26802,0.26802,38.252,38.252,38.252,0.77269,-2.21479,-1.34647
2024-01-01 16:15:00,2024-01-01 08:00:00,2024-01-01 08:15:00,2024-01-01,9,41.30528,37.87483,38.92358,0.29589,0.29589,0.29589,40.02869,40.02869,40.02869,0.9807,-2.44976,-1.401
2024-01-01 16:30:00,2024-01-01 08:15:00,2024-01-01 08:30:00,2024-01-01,9,40.07832,36.32191,37.4712,0.28894,0.28894,0.28894,38.56681,38.56681,38.56681,1.22257,-2.53384,-1.38455
2024-01-01 16:45:00,2024-01-01 08:30:00,2024-01-01 08:45:00,2024-01-01,9,33.42587,30.251,31.10726,0.28213,0.28213,0.28213,32.06942,32.06942,32.06942,1.07433,-2.10055,-1.24429
2024-01-01 17:00:00,2024-01-01 08:45:00,2024-01-01 09:00:00,2024-01-01,9,33.37028,28.11757,29.90752,1.1718,-0.84678,0.12298,31.06763,31.06763,31.06763,1.13086,-2.10328,-1.28309
2024-01-01 17:15:00,2024-01-01 09:00:00,2024-01-01 09:15:00,2024-01-01,10,40.0849,33.5896,35.66304,1.51255,-1.49454,-0.04987,37.42708,37.42708,37.42708,1.14527,-2.34294,-1.71416
2024-01-01 17:30:00,2024-01-01 09:15:00,2024-01-01 09:30:00,2024-01-01,10,41.15334,30.55295,34.62232,3.55873,-3.77065,-0.24889,36.50671,36.50671,36.50671,1.0879,-2.1831,-1.6355
2024-01-01 17:45:00,2024-01-01 09:30:00,2024-01-01 09:45:00,2024-01-01,10,39.85268,25.55413,31.45345,5.31605,-5.98427,-0.55447,33.53722,33.53722,33.53722,0.99941,-1.99882,-1.5293
2024-01-01 18:00:00,2024-01-01 09:45:00,2024-01-01 10:00:00,2024-01-01,10,39.46434,24.30051,30.65646,5.64772,-6.54841,-0.68818,32.82848,32.82848,32.82848,0.98814,-1.97956,-1.48385
2024-01-01 18:15:00,2024-01-01 10:00:00,2024-01-01 10:15:00,2024-01-01,11,38.31849,26.17539,30.3759,4.16981,-4.9288,-1.2219,33.12833,33.12833,33.12833,1.02035,-2.02414,-1.53053
2024-01-01 18:30:00,2024-01-01 10:15:00,2024-01-01 10:30:00,2024-01-01,11,38.09931,24.05535,29.15924,4.83885,-6.34608,-1.70144,32.34195,32.34195,32.34195,0.91851,-1.94052,-1.48126
2024-01-01 18:45:00,2024-01-01 10:30:00,2024-01-01 10:45:00,2024-01-01,11,36.77396,23.52836,28.99339,4.71811,-5.72257,-0.70583,31.13125,31.13125,31.13125,0.9246,-1.88033,-1.43204
2024-01-01 19:00:00,2024-01-01 10:45:00,2024-01-01 11:00:00,2024-01-01,11,37.91095,19.88764,27.72387,7.04113,-8.41094,-0.98623,30.03777,30.03777,30.03777,0.83205,-1.73919,-1.32767
2024-01-01 19:15:00,2024-01-01 11:00:00,2024-01-01 11:15:00,2024-01-01,12,40.91016,19.84359,28.99939,8.13497,-10.18625,-1.38438,31.88559,31.88559,31.88559,0.88961,-1.85574,-1.50181
2024-01-01 19:30:00,2024-01-01 11:15:00,2024-01-01 11:30:00,2024-01-01,12,39.76547,15.72943,26.37847,9.56775,-12.02491,-1.64965,29.43821,29.43821,29.43821,0.75951,-1.68387,-1.41009
2024-01-01 19:45:00,2024-01-01 11:30:00,2024-01-01 11:45:00,2024-01-01,12,39.24741,13.138,24.82389,10.45316,-13.35856,-1.91704,28.08921,28.08921,28.08921,0.70504,-1.59266,-1.34828
2024-01-01 20:00:00,2024-01-01 11:45:00,2024-01-01 12:00:00,2024-01-01,12,39.10756,8.38116,22.35071,12.48859,-16.14643,-2.38732,25.97987,25.97987,25.97987,0.6391,-1.45227,-1.24184
2024-01-01 20:15:00,2024-01-01 12:00:00,2024-01-01 12:15:00,2024-01-01,13,39.39559,12.71418,24.65062,10.69753,-13.68424,-1.96881,27.97628,27.97628,27.97628,0.72179,-1.57786,-1.35685
2024-01-01 20:30:00,2024-01-01 12:15:00,2024-01-01 12:30:00,2024-01-01,13,38.59342,12.8791,24.36296,10.29579,-13.162,-1.89054,27.5859,27.5859,27.5859,0.71172,-1.54481,-1.3324
2024-01-01 20:45:00,2024-01-01 12:30:00,2024-01-01 12:45:00,2024-01-01,13,38.56757,-3.02379,16.30501,17.49935,-22.39193,-3.22124,20.53233,20.53233,20.53233,0.53589,-1.16418,-1.00608
2024-01-01 21:00:00,2024-01-01 12:45:00,2024-01-01 13:00:00,2024-01-01,13,40.30106,-4.8108,15.25733,18.93932,-24.55131,-4.58333,20.86514,20.86514,20.86514,0.49659,-1.12463,-1.02448
2024-01-01 21:15:00,2024-01-01 13:00:00,2024-01-01 13:15:00,2024-01-01,14,38.99608,-2.26607,16.59544,17.35539,-22.22552,-3.45061,21.12111,21.12111,21.12111,0.51958,-1.16166,-1.07506
2024-01-01 21:30:00,2024-01-01 13:15:00,2024-01-01 13:30:00,2024-01-01,14,38.11832,0.62008,17.9095,15.79274,-19.94089,-2.76911,21.7853,21.7853,21.7853,0.54028,-1.22433,-1.10669
2024-01-01 21:45:00,2024-01-01 13:30:00,2024-01-01 13:45:00,2024-01-01,14,38.15638,4.13818,19.71254,14.25688,-17.88558,-2.43953,23.33025,23.33025,23.33025,0.56926,-1.30649,-1.17818
2024-01-01 22:00:00,2024-01-01 13:45:00,2024-01-01 14:00:00,2024-01-01,14,38.61446,5.85533,20.79037,13.77469,-17.03657,-2.23252,24.2576,24.2576,24.2576,0.58218,-1.3657,-1.23471
2024-01-01 22:15:00,2024-01-01 14:00:00,2024-01-01 14:15:00,2024-01-01,15,37.67389,-2.53759,14.30112,16.90852,-21.61304,-4.90401,20.26285,20.26285,20.26285,0.50252,-1.1874,-1.05772
2024-01-01 22:30:00,2024-01-01 14:15:00,2024-01-01 14:30:00,2024-01-01,15,39.4078,-4.33852,13.26688,18.42292,-23.63633,-6.14367,20.49905,20.49905,20.49905,0.48583,-1.20124,-1.0885
2024-01-01 22:45:00,2024-01-01 14:30:00,2024-01-01 14:45:00,2024-01-01,15,39.80981,5.22378,16.21808,13.85606,-18.65915,-7.81458,25.37768,25.37768,25.37768,0.57607,-1.49475,-1.34502
2024-01-01 23:00:00,2024-01-01 14:45:00,2024-01-01 15:00:00,2024-01-01,15,39.87356,18.81015,23.15898,7.63037,-10.86102,-6.75519,31.55836,31.55836,31.55836,0.68482,-1.88719,-1.64419
2024-01-01 23:15:00,2024-01-01 15:00:00,2024-01-01 15:15:00,2024-01-01,16,32.88444,14.78728,13.51085,5.86007,-10.14058,-11.59965,26.47112,26.47112,26.47112,0.55325,-1.54327,-1.36062
2024-01-01 23:30:00,2024-01-01 15:15:00,2024-01-01 15:30:00,2024-01-01,16,38.56595,35.37147,35.66837,0.04802,0.04802,0.04802,37.58213,37.58213,37.58213,0.9358,-2.25869,-1.96179
2024-01-01 23:45:00,2024-01-01 15:30:00,2024-01-01 15:45:00,2024-01-01,16,45.94363,42.63554,42.8699,0.072,0.072,0.072,45.0694,45.0694,45.0694,0.80224,-2.50586,-2.2715
2024-01-02 00:00:00,2024-01-01 15:45:00,2024-01-01 16:00:00,2024-01-01,16,53.62251,50.47416,50.67591,0.09519,0.09519,0.09519,53.09197,53.09197,53.09197,0.43535,-2.713,-2.51125
2024-01-02 00:15:00,2024-01-01 16:00:00,2024-01-01 16:15:00,2024-01-01,17,37.30927,35.71415,35.86018,0.02236,0.02236,0.02236,37.44417,37.44417,37.44417,-0.15727,-1.75239,-1.60636
2024-01-02 00:30:00,2024-01-01 16:15:00,2024-01-01 16:30:00,2024-01-01,17,40.8304,39.29626,39.55127,0.04195,0.04195,0.04195,41.12983,41.12983,41.12983,-0.34138,-1.87552,-1.62052
2024-01-02 00:45:00,2024-01-01 16:30:00,2024-01-01 16:45:00,2024-01-01,17,47.61987,45.89187,46.08387,0.08067,0.08067,0.08067,48.0,48.0,48.0,-0.4608,-2.1888,-1.9968
2024-01-02 01:00:00,2024-01-01 16:45:00,2024-01-01 17:00:00,2024-01-01,17,53.82403,51.7771,52.03094,0.27966,0.27966,0.27966,54.00885,54.00885,54.00885,-0.46448,-2.51141,-2.25757
2024-01-02 01:15:00,2024-01-01 17:00:00,2024-01-01 17:15:00,2024-01-01,18,51.06099,50.04707,49.7507,0.08943,0.08943,0.08943,51.99588,51.99588,51.99588,-1.02432,-2.03824,-2.33462
2024-01-02 01:30:00,2024-01-01 17:15:00,2024-01-01 17:30:00,2024-01-01,18,51.54772,50.32642,50.12724,0.09568,0.09568,0.09568,52.41651,52.41651,52.41651,-0.96446,-2.18577,-2.38495
2024-01-02 01:45:00,2024-01-01 17:30:00,2024-01-01 17:45:00,2024-01-01,18,52.13165,50.69244,50.57603,0.09244,0.09244,0.09244,52.91226,52.91226,52.91226,-0.87305,-2.31227,-2.42867
2024-01-02 02:00:00,2024-01-01 17:45:00,2024-01-01 18:00:00,2024-01-01,18,52.12935,50.73172,50.61525,0.09408,0.09408,0.09408,52.94055,52.94055,52.94055,-0.90528,-2.30291,-2.41938
2024-01-02 02:15:00,2024-01-01 18:00:00,2024-01-01 18:15:00,2024-01-01,19,51.73109,50.48452,50.25835,0.0854,0.0854,0.0854,52.59771,52.59771,52.59771,-0.95202,-2.19858,-2.42475
2024-01-02 02:30:00,2024-01-01 18:15:00,2024-01-01 18:30:00,2024-01-01,19,50.94144,50.1089,49.70304,0.08924,0.08924,0.08924,52.03336,52.03336,52.03336,-1.18116,-2.01369,-2.41955
2024-01-02 02:45:00,2024-01-01 18:30:00,2024-01-01 18:45:00,2024-01-01,19,52.09959,50.85973,50.64778,0.07287,0.07287,0.07287,52.98577,52.98577,52.98577,-0.95904,-2.19891,-2.41085
2024-01-02 03:00:00,2024-01-01 18:45:00,2024-01-01 19:00:00,2024-01-01,19,51.6487,50.74203,50.39412,0.07947,0.07947,0.07947,52.7131,52.7131,52.7131,-1.14387,-2.05054,-2.39845
2024-01-02 03:15:00,2024-01-01 19:00:00,2024-01-01 19:15:00,2024-01-01,20,51.08147,50.19517,49.83022,0.08789,0.08789,0.08789,52.13534,52.13534,52.13534,-1.14176,-2.02806,-2.39301
2024-01-02 03:30:00,2024-01-01 19:15:00,2024-01-01 19:30:00,2024-01-01,20,50.82824,50.10068,49.66413,0.08556,0.08556,0.08556,51.96915,51.96915,51.96915,-1.22647,-1.95404,-2.39058
2024-01-02 03:45:00,2024-01-01 19:30:00,2024-01-01 19:45:00,2024-01-01,20,50.65182,50.03495,49.55804,0.08924,0.08924,0.08924,51.83778,51.83778,51.83778,-1.27521,-1.89208,-2.36899
2024-01-02 04:00:00,2024-01-01 19:45:00,2024-01-01 20:00:00,2024-01-01,20,50.42168,49.77708,49.40064,0.06575,0.06575,0.06575,51.56777,51.56777,51.56777,-1.21184,-1.85644,-2.23288
2024-01-02 04:15:00,2024-01-01 20:00:00,2024-01-01 20:15:00,2024-01-01,21,48.14431,47.53406,47.1502,0.07755,0.07755,0.07755,49.21344,49.21344,49.21344,-1.14667,-1.75692,-2.14078
2024-01-02 04:30:00,2024-01-01 20:15:00,2024-01-01 20:30:00,2024-01-01,21,47.79088,47.13665,46.79977,0.07594,0.07594,0.07594,48.82322,48.82322,48.82322,-1.10829,-1.76252,-2.0994
2024-01-02 04:45:00,2024-01-01 20:30:00,2024-01-01 20:45:00,2024-01-01,21,47.21708,46.80611,46.44832,0.07141,0.07141,0.07141,48.34958,48.34958,48.34958,-1.2039,-1.61488,-1.97266
2024-01-02 05:00:00,2024-01-01 20:45:00,2024-01-01 21:00:00,2024-01-01,21,45.46528,45.09275,44.73862,0.57765,0.57765,0.57765,45.99143,45.99143,45.99143,-1.10379,-1.47632,-1.83046
2024-01-02 05:15:00,2024-01-01 21:00:00,2024-01-01 21:15:00,2024-01-01,22,47.3305,46.3176,46.19758,0.08897,0.08897,0.08897,48.0048,48.0048,48.0048,-0.76328,-1.77618,-1.89619
2024-01-02 05:30:00,2024-01-01 21:15:00,2024-01-01 21:30:00,2024-01-01,22,47.29112,46.4309,46.23867,0.08964,0.08964,0.08964,48.05689,48.05689,48.05689,-0.85541,-1.71563,-1.90786
2024-01-02 05:45:00,2024-01-01 21:30:00,2024-01-01 21:45:00,2024-01-01,22,45.03359,44.20093,44.03166,0.07476,0.07476,0.07476,45.75031,45.75031,45.75031,-0.79148,-1.62414,-1.79341
2024-01-02 06:00:00,2024-01-01 21:45:00,2024-01-01 22:00:00,2024-01-01,22,44.91863,43.94364,43.86618,0.05531,0.05531,0.05531,45.56039,45.56039,45.56039,-0.69707,-1.67207,-1.74952
2024-01-02 06:15:00,2024-01-01 22:00:00,2024-01-01 22:15:00,2024-01-01,23,48.21892,46.65205,46.82184,0.09711,0.09711,0.09711,48.50989,48.50989,48.50989,-0.38808,-1.95495,-1.78516
2024-01-02 06:30:00,2024-01-01 22:15:00,2024-01-01 22:30:00,2024-01-01,23,46.28165,44.75517,44.93667,0.09141,0.09141,0.09141,46.53929,46.53929,46.53929,-0.34904,-1.87553,-1.69403
2024-01-02 06:45:00,2024-01-01 22:30:00,2024-01-01 22:45:00,2024-01-01,23,42.38276,41.00555,41.1761,0.07282,0.07282,0.07282,42.63825,42.63825,42.63825,-0.32831,-1.70553,-1.53498
2024-01-02 07:00:00,2024-01-01 22:45:00,2024-01-01 23:00:00,2024-01-01,23,40.50193,38.99849,39.27886,0.05961,0.05961,0.05961,40.6333,40.6333,40.6333,-0.19098,-1.69441,-1.41404
2024-01-02 07:15:00,2024-01-01 23:00:00,2024-01-01 23:15:00,2024-01-01,24,43.52313,41.53599,42.03495,0.08365,0.08365,0.08365,43.38742,43.38742,43.38742,0.05206,-1.93508,-1.43612
2024-01-02 07:30:00,2024-01-01 23:15:00,2024-01-01 23:30:00,2024-01-01,24,40.86683,39.00458,39.5058,0.07658,0.07658,0.07658,40.74951,40.74951,40.74951,0.04075,-1.8215,-1.32028
2024-01-02 07:45:00,2024-01-01 23:30:00,2024-01-01 23:45:00,2024-01-01,24,39.83369,37.8489,38.39561,0.0627,0.0627,0.0627,39.61648,39.61648,39.61648,0.1545,-1.83028,-1.28357
2024-01-02 08:00:00,2024-01-01 23:45:00,2024-01-02 00:00:00,2024-01-01,24,38.72312,37.00393,37.39413,0.0472,0.0472,0.0472,38.63342,38.63342,38.63342,0.0425,-1.67669,-1.28649
2024-01-03 08:15:00,2024-01-03 00:00:00,2024-01-03 00:15:00,2024-01-03,1,67.68514,64.73447,65.59874,0.27874,0.27874,0.27874,67.52119,67.52119,67.52119,-0.11479,-3.06546,-2.20119
2024-01-03 08:30:00,2024-01-03 00:15:00,2024-01-03 00:30:00,2024-01-03,1,65.37262,62.45376,63.24862,0.2781,0.2781,0.2781,65.15315,65.15315,65.15315,-0.05864,-2.9775,-2.18263
2024-01-03 08:45:00,2024-01-03 00:30:00,2024-01-03 00:45:00,2024-01-03,1,65.04519,62.242,63.06608,0.27315,0.27315,0.27315,64.88885,64.88885,64.88885,-0.1168,-2.92,-2.09591
2024-01-03 09:00:00,2024-01-03 00:45:00,2024-01-03 01:00:00,2024-01-03,1,61.87727,59.32173,59.96987,0.2973,0.2973,0.2973,61.72812,61.72812,61.72812,-0.14815,-2.70369,-2.05555
2024-01-03 09:15:00,2024-01-03 01:00:00,2024-01-03 01:15:00,2024-01-03,2,61.46177,59.09058,59.69259,0.3023,0.3023,0.3023,61.42976,61.42976,61.42976,-0.27029,-2.64148,-2.03947
2024-01-03 09:30:00,2024-01-03 01:15:00,2024-01-03 01:30:00,2024-01-03,2,51.38516,51.38516,51.38516,0.33636,0.33636,0.33636,51.0488,51.0488,51.0488,0.0,0.0,0.0
2024-01-03 09:45:00,2024-01-03 01:30:00,2024-01-03 01:45:00,2024-01-03,2,50.33516,50.33516,50.33516,0.33636,0.33636,0.33636,49.9988,49.9988,49.9988,0.0,0.0,0.0
2024-01-03 10:00:00,2024-01-03 01:45:00,2024-01-03 02:00:00,2024-01-03,2,50.64375,48.17074,48.85295,0.30571,0.30571,0.30571,50.16247,50.16247,50.16247,0.17557,-2.29744,-1.61523
2024-01-03 10:15:00,2024-01-03 02:00:00,2024-01-03 02:15:00,2024-01-03,3,50.20258,50.20258,50.20258,0.20378,0.20378,0.20378,49.9988,49.9988,49.9988,0.0,0.0,0.0
2024-01-03 10:30:00,2024-01-03 02:15:00,2024-01-03 02:30:00,2024-01-03,3,50.33516,50.33516,50.33516,0.33636,0.33636,0.33636,49.9988,49.9988,49.9988,0.0,0.0,0.0
2024-01-03 10:45:00,2024-01-03 02:30:00,2024-01-03 02:45:00,2024-01-03,3,51.94806,49.41288,50.12912,0.28618,0.28618,0.28618,51.52791,51.52791,51.52791,0.13397,-2.4012,-1.68496
2024-01-03 11:00:00,2024-01-03 02:45:00,2024-01-03 03:00:00,2024-01-03,3,51.25343,48.24859,49.15762,0.28223,0.28223,0.28223,50.50154,50.50154,50.50154,0.46966,-2.53518,-1.62615
2024-01-03 11:15:00,2024-01-03 03:00:00,2024-01-03 03:15:00,2024-01-03,4,50.33516,50.33516,50.33516,0.33636,0.33636,0.33636,49.9988,49.9988,49.9988,0.0,0.0,0.0
2024-01-03 11:30:00,2024-01-03 03:15:00,2024-01-03 03:30:00,2024-01-03,4,50.3096,50.3096,50.3096,0.3108,0.3108,0.3108,49.9988,49.9988,49.9988,0.0,0.0,0.0
2024-01-03 11:45:00,2024-01-03 03:30:00,2024-01-03 03:45:00,2024-01-03,4,50.12751,50.12751,50.12751,0.12871,0.12871,0.12871,49.9988,49.9988,49.9988,0.0,0.0,0.0
2024-01-03 12:00:00,2024-01-03 03:45:00,2024-01-03 04:00:00,2024-01-03,4,52.41848,49.71452,50.45291,0.1802,0.1802,0.1802,51.99908,51.99908,51.99908,0.2392,-2.46476,-1.72637
2024-01-03 12:15:00,2024-01-03 04:00:00,2024-01-03 04:15:00,2024-01-03,5,45.70579,43.28069,43.94373,0.09208,0.09208,0.09208,45.41389,45.41389,45.41389,0.19982,-2.22528,-1.56224
2024-01-03 12:30:00,2024-01-03 04:15:00,2024-01-03 04:30:00,2024-01-03,5,45.86258,43.62372,44.14917,0.09387,0.09387,0.09387,45.69104,45.69104,45.69104,0.07767,-2.16119,-1.63574
2024-01-03 12:45:00,2024-01-03 04:30:00,2024-01-03 04:45:00,2024-01-03,5,50.97953,48.59457,49.12852,0.10215,0.10215,0.10215,50.85195,50.85195,50.85195,0.02543,-2.35953,-1.82559
2024-01-03 13:00:00,2024-01-03 04:45:00,2024-01-03 05:00:00,2024-01-03,5,52.78878,51.07715,51.27914,0.11083,0.11083,0.11083,53.15636,53.15636,53.15636,-0.47841,-2.19004,-1.98805
2024-01-03 13:15:00,2024-01-03 05:00:00,2024-01-03 05:15:00,2024-01-03,6,50.12584,50.12584,50.12584,0.12704,0.12704,0.12704,49.9988,49.9988,49.9988,0.0,0.0,0.0
2024-01-03 13:30:00,2024-01-03 05:15:00,2024-01-03 05:30:00,2024-01-03,6,50.12704,50.12704,50.12704,0.12824,0.12824,0.12824,49.9988,49.9988,49.9988,0.0,0.0,0.0
2024-01-03 13:45:00,2024-01-03 05:30:00,2024-01-03 05:45:00,2024-01-03,6,65.17936,65.17936,65.17936,0.17936,0.17936,0.17936,65.0,65.0,65.0,0.0,0.0,0.0
2024-01-03 14:00:00,2024-01-03 05:45:00,2024-01-03 06:00:00,2024-01-03,6,67.99779,67.99779,67.99779,0.1949,0.1949,0.1949,67.80289,67.80289,67.80289,0.0,0.0,0.0
2024-01-03 14:15:00,2024-01-03 06:00:00,2024-01-03 06:15:00,2024-01-03,7,55.77133,55.77133,55.77133,0.12028,0.12028,0.12028,55.65104,55.65104,55.65104,0.0,0.0,0.0
2024-01-03 14:30:00,2024-01-03 06:15:00,2024-01-03 06:30:00,2024-01-03,7,58.60395,58.60395,58.60395,0.14667,0.14667,0.14667,58.45728,58.45728,58.45728,0.0,0.0,0.0
